MDDS Sub_DT,SUB-DISTRICT NAME,MDDS DTC
1205.0,Minapur,216.0
1206.0,Bochaha,216.0
1207.0,Aurai,216.0
1208.0,Katra,216.0
1209.0,Gaighat,216.0
1210.0,Bandra,216.0
1211.0,Dholi (Moraul),216.0
1212.0,Musahri,216.0
1213.0,Kurhani,216.0
1214.0,Sakra,216.0
0.0,Gopalganj,217.0
1215.0,Katiya,217.0
1216.0,Bijaipur,217.0
1217.0,Bhorey,217.0
1218.0,Pach Deuri,217.0
1219.0,Kuchaikote,217.0
1220.0,Phulwaria,217.0
1221.0,Hathua,217.0
1222.0,Uchkagaon,217.0
1223.0,Thawe,217.0
1224.0,Gopalganj,217.0
1225.0,Manjha,217.0
1226.0,Barauli,217.0
1227.0,Sidhwalia,217.0
1228.0,Baikunthpur,217.0
0.0,Siwan,218.0
1229.0,Nautan,218.0
1230.0,Siwan,218.0
1231.0,Barharia,218.0
1232.0,Goriakothi,218.0
1233.0,Lakri Nabiganj,218.0
1234.0,Basantpur,218.0
1235.0,Bhagwanpur Hat,218.0
1236.0,Maharajganj,218.0
1237.0,Pachrukhi,218.0
1238.0,Hussainganj,218.0
1239.0,Ziradei,218.0
1240.0,Mairwa,218.0
1241.0,Guthani,218.0
1242.0,Darauli,218.0
1243.0,Andar,218.0
1244.0,Raghunathpur,218.0
1245.0,Hasanpura,218.0
1246.0,Daraundha,218.0
1247.0,Siswan,218.0
0.0,Saran,219.0
1248.0,Mashrakh,219.0
1249.0,Panapur,219.0
1250.0,Taraiya,219.0
1251.0,Ishupur,219.0
1252.0,Baniapur,219.0
1253.0,Lahladpur,219.0
1254.0,Ekma,219.0
1255.0,Manjhi,219.0
1256.0,Jalalpur,219.0
1257.0,Revelganj,219.0
1258.0,Chapra,219.0
1259.0,Nagra,219.0
1260.0,Marhaura,219.0
1261.0,Amnour,219.0
1262.0,Maker,219.0
1263.0,Parsa,219.0
1264.0,Dariapur,219.0
1265.0,Garkha,219.0
1266.0,Dighwara,219.0
1267.0,Sonepur,219.0
0.0,Vaishali,220.0
1268.0,Vaishali,220.0
1269.0,Paterhi Belsar,220.0
1270.0,Lalganj,220.0
1271.0,Bhagwanpur,220.0
1272.0,Goraul,220.0
1273.0,Chehra Kalan,220.0
1274.0,Patepur,220.0
1275.0,Mahua,220.0
1276.0,Jandaha,220.0
1277.0,Raja Pakar,220.0
1278.0,Hajipur,220.0
1279.0,Raghopur,220.0
1280.0,Bidupur,220.0
1281.0,Desri,220.0
1282.0,Sahdai Buzurg,220.0
1283.0,Mahnar,220.0
0.0,Samastipur,221.0
1284.0,Kalyanpur,221.0
1285.0,Warisnagar,221.0
1286.0,Shivaji Nagar,221.0
1287.0,Khanpur,221.0
1288.0,Samastipur,221.0
1289.0,Pusa,221.0
1290.0,Tajpur,221.0
1291.0,Morwa,221.0
1292.0,Patori,221.0
1293.0,Mohanpur,221.0
1294.0,Mohiuddinagar,221.0
1295.0,Sarairanjan,221.0
1296.0,Vidyapati Nagar,221.0
1297.0,Dalsinghsarai,221.0
1298.0,Ujiarpur,221.0
1299.0,Bibhutpur,221.0
1300.0,Rosera,221.0
1301.0,Singhia,221.0
1302.0,Hasanpur,221.0
1303.0,Bithan,221.0
0.0,Begusarai,222.0
1304.0,Khudabandpur,222.0
1305.0,Chhorahi,222.0
1306.0,Garhpura,222.0
1307.0,Cheria Bariarpur,222.0
1308.0,Bhagwanpur,222.0
1309.0,Mansurchak,222.0
1310.0,Bachhwara,222.0
1311.0,Teghra,222.0
1312.0,Barauni,222.0
1313.0,Birpur,222.0
1314.0,Begusarai,222.0
1315.0,Naokothi,222.0
1316.0,Bakhri,222.0
1317.0,Dandari,222.0
1318.0,Sahebpur Kamal,222.0
1319.0,Balia,222.0
1320.0,Matihani,222.0
1321.0,Shamho Akha Kurha,222.0
0.0,Khagaria,223.0
1322.0,Alauli,223.0
1323.0,Khagaria,223.0
1324.0,Mansi,223.0
1325.0,Chautham,223.0
1326.0,Beldaur,223.0
1327.0,Gogri,223.0
1328.0,Parbatta,223.0
0.0,Bhagalpur,224.0
1329.0,Narayanpur,224.0
1330.0,Bihpur,224.0
1331.0,Kharik,224.0
1332.0,Naugachhia,224.0
1333.0,Rangra Chowk,224.0
1334.0,Gopalpur,224.0
1335.0,Pirpainti,224.0
1336.0,Colgong,224.0
1337.0,Ismailpur,224.0
1338.0,Sabour,224.0
1339.0,Nathnagar,224.0
1340.0,Sultanganj,224.0
1341.0,Shahkund,224.0
1342.0,Goradih,224.0
1343.0,Jagdishpur,224.0
1344.0,Sonhaula,224.0
0.0,Banka,225.0
1345.0,Shambhuganj,225.0
1346.0,Amarpur,225.0
1347.0,Rajaun,225.0
1348.0,Dhuraiya,225.0
1349.0,Barahat,225.0
1350.0,Banka,225.0
1351.0,Phulidumar,225.0
1352.0,Belhar,225.0
1353.0,Chanan,225.0
1354.0,Katoria,225.0
1355.0,Bausi,225.0
0.0,Munger,226.0
1356.0,Munger,226.0
1357.0,Bariarpur,226.0
1358.0,Jamalpur,226.0
1359.0,Dharhara,226.0
1360.0,Kharagpur,226.0
1361.0,Asarganj,226.0
1362.0,Tarapur,226.0
1363.0,Tetiha Bambor,226.0
1364.0,Sangrampur,226.0
0.0,Lakhisarai,227.0
1365.0,Barahiya,227.0
1366.0,Pipariya,227.0
1367.0,Surajgarha,227.0
1368.0,Lakhisarai,227.0
1369.0,Chanan*,227.0
1370.0,Ramgarh Chowk,227.0
1371.0,Halsi,227.0
0.0,Sheikhpura,228.0
1372.0,Barbigha,228.0
1373.0,Shekhopur Sarai,228.0
1374.0,Sheikhpura,228.0
1375.0,Ghat Kusumbha,228.0
1376.0,Chewara,228.0
1377.0,Ariari,228.0
0.0,Nalanda,229.0
1378.0,Karai Parsurai,229.0
1379.0,Nagar Nausa,229.0
1380.0,Harnaut,229.0
1381.0,Chandi,229.0
1382.0,Rahui,229.0
1383.0,Bind,229.0
1384.0,Sarmera,229.0
1385.0,Asthawan ,229.0
1386.0,Bihar,229.0
1387.0,Noorsarai,229.0
1388.0,Tharthari ,229.0
1389.0,Parbalpur,229.0
1390.0,Hilsa,229.0
1391.0,Ekangarsarai,229.0
1392.0,Islampur,229.0
1393.0,Ben,229.0
1394.0,Rajgir,229.0
1395.0,Silao,229.0
1396.0,Giriak,229.0
1397.0,Katrisarai,229.0
0.0,Patna,230.0
1398.0,Maner,230.0
1399.0,Dinapur-Cum-Khagaul,230.0
1400.0,Patna Rural ,230.0
1401.0,Sampatchak,230.0
1402.0,Phulwari,230.0
1403.0,Bihta,230.0
1404.0,Naubatpur,230.0
1405.0,Bikram,230.0
1406.0,Dulhin Bazar,230.0
1407.0,Paliganj,230.0
1408.0,Masaurhi ,230.0
1409.0,Dhanarua,230.0
1410.0,Punpun,230.0
1411.0,Fatwah,230.0
1412.0,Daniawan ,230.0
1413.0,Khusrupur,230.0
1414.0,Bakhtiarpur,230.0
1415.0,Athmalgola,230.0
1416.0,Belchhi,230.0
1417.0,Barh,230.0
1418.0,Pandarak,230.0
1419.0,Ghoswari,230.0
1420.0,Mokameh,230.0
0.0,Bhojpur,231.0
1421.0,Shahpur,231.0
1422.0,Arrah,231.0
1423.0,Barhara,231.0
1424.0,Koilwar,231.0
1425.0,Sandesh,231.0
1426.0,Udwant Nagar,231.0
1427.0,Behea,231.0
1428.0,Jagdishpur,231.0
1429.0,Piro,231.0
1430.0,Charpokhari,231.0
1431.0,Garhani,231.0
1432.0,Agiaon,231.0
1433.0,Tarari,231.0
1434.0,Sahar,231.0
0.0,Buxar,232.0
1435.0,Simri,232.0
1436.0,Chakki,232.0
1437.0,Barhampur,232.0
1438.0,Chaugain,232.0
1439.0,Kesath ,232.0
1440.0,Dumraon ,232.0
1441.0,Buxar,232.0
1442.0,Chausa,232.0
1443.0,Rajpur,232.0
1444.0,Itarhi,232.0
1445.0,Nawanagar,232.0
0.0,Kaimur (Bhabua),233.0
1446.0,Ramgarh,233.0
1447.0,Nuaon,233.0
1448.0,Kudra,233.0
1449.0,Mohania,233.0
1450.0,Durgawati,233.0
1451.0,Chand,233.0
1452.0,Chainpur,233.0
1453.0,Bhabua,233.0
1454.0,Rampur,233.0
1455.0,Bhagwanpur,233.0
1456.0,Adhaura,233.0
0.0,Rohtas,234.0
1457.0,Kochas,234.0
1458.0,Dinara,234.0
1459.0,Dawath,234.0
1460.0,Suryapura,234.0
1461.0,Bikramganj,234.0
1462.0,Karakat,234.0
1463.0,Nasriganj,234.0
1464.0,Rajpur,234.0
1465.0,Sanjhauli,234.0
1466.0,Nokha,234.0
1467.0,Kargahar,234.0
1468.0,Chenari,234.0
1469.0,Nauhatta,234.0
1470.0,Sheosagar,234.0
1471.0,Sasaram,234.0
1472.0,Akorhi Gola,234.0
1473.0,Dehri,234.0
1474.0,Tilouthu,234.0
1475.0,Rohtas,234.0
0.0,Aurangabad,235.0
1476.0,Daudnagar,235.0
1477.0,Haspura,235.0
1478.0,Goh,235.0
1479.0,Rafiganj,235.0
1480.0,Obra,235.0
1481.0,Aurangabad,235.0
1482.0,Barun,235.0
1483.0,Nabinagar,235.0
1484.0,Kutumba,235.0
1485.0,Deo,235.0
1486.0,Madanpur,235.0
0.0,Gaya,236.0
1487.0,Konch,236.0
1488.0,Tikari ,236.0
1489.0,Belaganj,236.0
1490.0,Khizirsarai,236.0
1491.0,Neem Chak Bathani,236.0
1492.0,Muhra,236.0
1493.0,Atri,236.0
1494.0,Manpur,236.0
1495.0,Gaya Town C.D.Block,236.0
1496.0,Paraiya,236.0
1497.0,Guraru,236.0
1498.0,Gurua,236.0
1499.0,Amas,236.0
1500.0,Banke Bazar,236.0
1501.0,Imamganj,236.0
1502.0,Dumaria,236.0
1503.0,Sherghati,236.0
1504.0,Dobhi,236.0
1505.0,Bodh Gaya,236.0
1506.0,Tan Kuppa,236.0
1507.0,Wazirganj,236.0
1508.0,Fatehpur,236.0
1509.0,Mohanpur,236.0
1510.0,Barachatti,236.0
0.0,Nawada,237.0
1511.0,Nardiganj,237.0
1512.0,Nawada,237.0
1513.0,Warisaliganj,237.0
1514.0,Kashi Chak,237.0
1515.0,Pakribarawan,237.0
1516.0,Kawakol,237.0
1517.0,Roh,237.0
1518.0,Gobindpur,237.0
1519.0,Akbarpur,237.0
1520.0,Hisua,237.0
1521.0,Narhat,237.0
1522.0,Meskaur,237.0
1523.0,Sirdala,237.0
1524.0,Rajauli,237.0
0.0,Jamui,238.0
1525.0,Islamnagar Aliganj,238.0
1526.0,Sikandra,238.0
1527.0,Jamui,238.0
1528.0,Barhat,238.0
1529.0,Lakshmipur,238.0
1530.0,Jhajha,238.0
1531.0,Gidhaur,238.0
1532.0,Khaira,238.0
1533.0,Sono,238.0
1534.0,Chakai,238.0
0.0,Jehanabad ,239.0
1535.0,Ratni Faridpur,239.0
1536.0,Jehanabad,239.0
1537.0,Kako,239.0
1538.0,Modanganj,239.0
1539.0,Ghoshi,239.0
1540.0,Makhdumpur,239.0
1541.0,Hulasganj,239.0
0.0,Arwal,240.0
1542.0,Arwal,240.0
1543.0,Kaler,240.0
1544.0,Karpi,240.0
1545.0,Sonbhadra Banshi Suryapur,240.0
1546.0,Kurtha,240.0
0.0,SIKKIM,0.0
0.0,North  District,241.0
1547.0,Chungthang,241.0
1548.0,Mangan,241.0
0.0,West District,242.0
1549.0,Gyalshing,242.0
1550.0,Soreng,242.0
0.0,South District,243.0
1551.0,Namchi,243.0
1552.0,Ravong,243.0
0.0,East District,244.0
1553.0,Gangtok,244.0
1554.0,Pakyong,244.0
1555.0,Rongli,244.0
0.0,ARUNACHAL PRADESH,0.0
0.0,Tawang,245.0
1556.0,Zemithang,245.0
1557.0,Lumla,245.0
1558.0,Dudunghar,245.0
1559.0,Tawang,245.0
1560.0,Kitpi,245.0
1561.0,Jang,245.0
1562.0,Lhou ,245.0
1563.0,Mukto,245.0
1564.0,Bongkhar ,245.0
1565.0,Thingbu,245.0
0.0,West Kameng,246.0
1566.0,Dirang ,246.0
1567.0,Thembang ,246.0
1568.0,Nafra ,246.0
1569.0,Bomdila,246.0
1570.0,Kalaktang ,246.0
1571.0,Shergaon ,246.0
1572.0,Rupa ,246.0
1573.0,Singchung ,246.0
1574.0,Jamiri ,246.0
1575.0,Thrizino ,246.0
1576.0,Bhalukpong,246.0
1577.0,Kamengbari-Doimara,246.0
1578.0,Balemu ,246.0
0.0,East Kameng,247.0
1579.0,Seijosa ,247.0
1580.0,Dissing-Passo ,247.0
1581.0,Pakke-Kessang ,247.0
1582.0,Pizirang(Veo),247.0
1583.0,Richukrong,247.0
1584.0,Seppa ,247.0
1585.0,Lada ,247.0
1586.0,Bameng ,247.0
1587.0,Pipu-Dipu ,247.0
1588.0,Gyawe Purang ,247.0
1589.0,Khenewa ,247.0
1590.0,Chayangtajo ,247.0
1591.0,Sawa ,247.0
0.0,Papum Pare,248.0
1592.0,Balijan,248.0
1593.0,Banderdawa ,248.0
1594.0,Sangdupota (Besar Nello),248.0
1595.0,Taraso ,248.0
1596.0,Itanagar ,248.0
1597.0,Naharlagun ,248.0
1598.0,Doimukh ,248.0
1599.0,Gumto ,248.0
1600.0,Toru,248.0
1601.0,Sagalee,248.0
1602.0,Parang ,248.0
1603.0,Leporiang,248.0
1604.0,Mengio,248.0
1605.0,Kimin ,248.0
1606.0,Kakoi,248.0
0.0,Upper Subansiri,249.0
1607.0,Taksing,249.0
1608.0,Limeking ,249.0
1609.0,Nacho ,249.0
1610.0,Siyum ,249.0
1611.0,Taliha ,249.0
1612.0,Payeng ,249.0
1613.0,Giba,249.0
1614.0,Chetam (Peer Yapu),249.0
1615.0,Daporijo ,249.0
1616.0,Puchi Geko ,249.0
1617.0,Dumporijo ,249.0
1618.0,Gussar ,249.0
1619.0,Gite-Ripa ,249.0
1620.0,Baririjo ,249.0
1621.0,Maro ,249.0
0.0,West Siang,250.0
1622.0,Mechuka,250.0
1623.0,Monigong ,250.0
1624.0,Pidi,250.0
1625.0,Payum ,250.0
1626.0,Tato ,250.0
1627.0,Kaying ,250.0
1628.0,Darak ,250.0
1629.0,Kamba,250.0
1630.0,Rumgong,250.0
1631.0,Jomlo Mobuk ,250.0
1632.0,Liromoba ,250.0
1633.0,Yomcha,250.0
1634.0,Aalo ,250.0
1635.0,Tirbin,250.0
1636.0,Basar ,250.0
1637.0,Daring ,250.0
1638.0,Gensi ,250.0
1639.0,Sibe ,250.0
1640.0,Likabali ,250.0
1641.0,Kangku ,250.0
1642.0,Bagra ,250.0
0.0,East Siang,251.0
1643.0,Boleng ,251.0
1644.0,Riga,251.0
1645.0,Pangin,251.0
1646.0,Kebang ,251.0
1647.0,Rebo-Perging ,251.0
1648.0,Koyu ,251.0
1649.0,Kora ,251.0
1650.0,Nari ,251.0
1651.0,New Seren ,251.0
1652.0,Bilat ,251.0
1653.0,Ruksin ,251.0
1654.0,Sille-Oyan,251.0
1655.0,Pasighat ,251.0
1656.0,Mebo ,251.0
1657.0,Namsing ,251.0
0.0,Upper Siang,252.0
1658.0,Tuting,252.0
1659.0,Migging,252.0
1660.0,Palling,252.0
1661.0,Gelling,252.0
1662.0,Singa,252.0
1663.0,Yingkiong,252.0
1664.0,Jengging,252.0
1665.0,Geku,252.0
1666.0,Mariyang,252.0
1667.0,Mopom ( Adipasi ),252.0
1668.0,Katan ,252.0
0.0,Changlang,253.0
1669.0,Khimiyong,253.0
1670.0,Yatdam,253.0
1671.0,Changlang,253.0
1672.0,Namtok,253.0
1673.0,Manmao,253.0
1674.0,Renuk,253.0
1675.0,Lyngok-Longtoi,253.0
1676.0,Nampong,253.0
1677.0,Tikhak Rima Putok,253.0
1678.0,Jairampur,253.0
1679.0,Vijoynagar,253.0
1680.0,Miao,253.0
1681.0,Kharsang,253.0
1682.0,Diyun,253.0
1683.0,Bordumsa,253.0
0.0,Tirap,254.0
1684.0,Namsang,254.0
1685.0,Soha,254.0
1686.0,Khonsa,254.0
1687.0,Dadam,254.0
1688.0,Kanubari,254.0
1689.0,Lawnu,254.0
1690.0,Longding,254.0
1691.0,Pumao,254.0
1692.0,Pangchao,254.0
1693.0,Wakka,254.0
1694.0,Laju,254.0
0.0,Lower Subansiri,255.0
1695.0,Ziro (Sadar) ,255.0
1696.0,Old Ziro ,255.0
1697.0,Yachuli,255.0
1698.0,Yazali ,255.0
1699.0,Pistana ,255.0
1700.0,Kamporijo ,255.0
1701.0,Dollungmukh ,255.0
1702.0,Raga ,255.0
0.0,Kurung Kumey,256.0
1703.0,Palin ,256.0
1704.0,Yangte,256.0
1705.0,Sangram ,256.0
1706.0,Nyapin ,256.0
1707.0,Phassang ,256.0
1708.0,Koloriang ,256.0
1709.0,Chambang,256.0
1710.0,Gangte ,256.0
1711.0,Tarak-Lengdi,256.0
1712.0,Sarli,256.0
1713.0,Parsi-Parlo,256.0
1714.0,Damin,256.0
1715.0,Longding Koling (Pipsorang) ,256.0
1716.0,Tali ,256.0
0.0,Dibang Valley,257.0
1717.0,Mipi,257.0
1718.0,Anini ,257.0
1719.0,Etalin,257.0
1720.0,Anelih,257.0
1721.0,Kronli (Arzoo circle),257.0
0.0,Lower Dibang Valley,258.0
1722.0,Hunli,258.0
1723.0,Desali,258.0
1724.0,Roing,258.0
1725.0,Dambuk,258.0
1726.0,Tinali ( Paglam ),258.0
1727.0,Koronu,258.0
0.0,Lohit,259.0
1728.0,Sunpura,259.0
1729.0,Tezu,259.0
1730.0,Wakro,259.0
1731.0,Chongkham,259.0
1732.0,Namsai,259.0
1733.0,Lathao,259.0
1734.0,Piyong,259.0
1735.0,Lekang (Mahadevpur),259.0
0.0,Anjaw,260.0
1736.0,Hayuliang,260.0
1737.0,Manchal,260.0
1738.0,Goiliang,260.0
1739.0,Chaglagam,260.0
1740.0,Metengliang,260.0
1741.0,Kibithoo,260.0
1742.0,Walong,260.0
1743.0,Hawai,260.0
0.0,NAGALAND,0.0
0.0,Mon,261.0
1744.0,Naginimora,261.0
1745.0,Tizit,261.0
1746.0,Hunta,261.0
1747.0,Shangnyu,261.0
1748.0,Mon Sadar,261.0
1749.0,Wakching,261.0
1750.0,Aboi,261.0
1751.0,Longshen,261.0
1752.0,Phomching,261.0
1753.0,Chen,261.0
1754.0,Angjangyang,261.0
1755.0,Mopong,261.0
1756.0,Tobu,261.0
1757.0,Monyakshu,261.0
0.0,Mokokchung,262.0
1758.0,Longchem,262.0
1759.0,Alongkima,262.0
1760.0,Tuli,262.0
1761.0,Changtongya,262.0
1762.0,Chuchuyimlang,262.0
1763.0,Kubolong,262.0
1764.0,Mangkolemba,262.0
1765.0,Merangmen,262.0
1766.0,Ongpangkong,262.0
0.0,Zunheboto,263.0
1767.0,V.K.,263.0
1768.0,Akuluto,263.0
1769.0,Suruhuto,263.0
1770.0,Asuto,263.0
1771.0,Aghunato,263.0
1772.0,Zunheboto Sadar,263.0
1773.0,Atoizu,263.0
1774.0,Akuhaito,263.0
1775.0,Pughoboto,263.0
1776.0,Ghathashi,263.0
1777.0,Satakha,263.0
1778.0,Saptiqa,263.0
1779.0,Satoi,263.0
0.0,Wokha,264.0
1780.0,Changpang,264.0
1781.0,Aitepyong,264.0
1782.0,Bhandari,264.0
1783.0,Baghty,264.0
1784.0,Sungro,264.0
1785.0,Sanis,264.0
1786.0,Lotsu,264.0
1787.0,Ralan,264.0
1788.0,Wozhuro,264.0
1789.0,Wokha Sadar,264.0
1790.0,Englan,264.0
1791.0,Chukitong,264.0
0.0,Dimapur ,265.0
1792.0,Niuland,265.0
1793.0,Aquqhnaqua,265.0
1794.0,Kuhoboto,265.0
1795.0,Nihokhu,265.0
1796.0,Dimapur Sadar,265.0
1797.0,Chumukedima,265.0
1798.0,Dhansiripar,265.0
1799.0,Medziphema,265.0
0.0,Phek,266.0
1800.0,Sekruzu,266.0
1801.0,Phek Sadar,266.0
1802.0,Khuza,266.0
1803.0,Meluri,266.0
1804.0,Phor,266.0
1805.0,Phokhungri,266.0
1806.0,Chozuba,266.0
1807.0,Chetheba,266.0
1808.0,Sakraba,266.0
1809.0,Pfutsero,266.0
1810.0,Zuketsa,266.0
1811.0,Khezhakeno,266.0
1812.0,Chizami,266.0
1813.0,Razieba,266.0
0.0,Tuensang,267.0
1814.0,Noksen,267.0
1815.0,Chare,267.0
1816.0,Longkhim,267.0
1817.0,Tuensang Sadar,267.0
1818.0,Ngoungchung,267.0
1819.0,Sangsangnyu,267.0
1820.0,Sotokur,267.0
1821.0,Noklak,267.0
1822.0,Chingmei,267.0
1823.0,Nokhu,267.0
1824.0,Panso,267.0
1825.0,Shamator,267.0
1826.0,Tsurungto,267.0
1827.0,Chessore,267.0
1828.0,Mangko,267.0
1829.0,Thonoknyu,267.0
0.0,Longleng,268.0
1830.0,Tamlu,268.0
1831.0,Namsang,268.0
1832.0,Yongnyah,268.0
1833.0,Longleng,268.0
1834.0,Sakshi,268.0
0.0,Kiphire,269.0
1835.0,Seyochung,269.0
1836.0,Amahator,269.0
1837.0,Kiphire Sadar,269.0
1838.0,Kiusam,269.0
1839.0,Sitimi,269.0
1840.0,Longmatra,269.0
1841.0,Pungro,269.0
1842.0,Khongsa,269.0
0.0,Kohima,270.0
1843.0,Tseminyu,270.0
1844.0,Tsogin,270.0
1845.0,Chiephobozou,270.0
1846.0,Botsa,270.0
1847.0,Kezocha,270.0
1848.0,Jakhama,270.0
1849.0,Kohima Sadar,270.0
1850.0,Sechu-Zubza,270.0
0.0,Peren,271.0
1851.0,Pedi (Ngwalwa),271.0
1852.0,Jalukie,271.0
1853.0,Athibung,271.0
1854.0,Kebai Khelma,271.0
1855.0,Nsong,271.0
1856.0,Tening,271.0
1857.0,Peren,271.0
0.0,MIZORAM,0.0
0.0,Mamit,281.0
1896.0,Zawlnuam,281.0
1897.0,West Phaileng,281.0
1898.0,Reiek,281.0
0.0,Kolasib,282.0
1899.0, 'N' Thingdawl,282.0
1900.0,Bilkhawthlir,282.0
1901.0,Tlangnuam (Part),282.0
0.0,Aizawl,283.0
1902.0,Darlawn,283.0
1903.0,Phullen,283.0
1904.0,Aibawk,283.0
1901.0,Tlangnuam (Part),283.0
1905.0,Thingsulthliah (Part),283.0
0.0,Champhai,284.0
1906.0,Ngopa,284.0
1907.0,Khawzawl,284.0
1908.0,Champhai,284.0
1909.0,Khawbung,284.0
1911.0,East Lungdar (Part),284.0
0.0,Serchhip,285.0
1905.0,Thingsulthliah (Part),285.0
1910.0,Serchhip,285.0
1911.0,East Lungdar (Part),285.0
0.0,Lunglei,286.0
1912.0,West Bunghmun,286.0
1913.0,Lungsen,286.0
1914.0,Lunglei,286.0
1915.0,Hnahthial,286.0
0.0,Lawngtlai,287.0
1916.0,Chawngte,287.0
1917.0,Lawngtlai,287.0
1918.0,S' Bungtlang ,287.0
1919.0,Sangau,287.0
0.0,Saiha,288.0
1920.0,Tuipang,288.0
1921.0,Saiha,288.0
0.0,TRIPURA,0.0
0.0,West Tripura ,289.0
1922.0,Mohanpur,289.0
1923.0,Hezamara,289.0
1924.0,Padmabil,289.0
1925.0,Khowai,289.0
1926.0,Tulashikhar,289.0
1927.0,Kalyanpur,289.0
1928.0,Teliamura,289.0
1929.0,Mungiakumi ,289.0
1930.0,Mandai,289.0
1931.0,Jirania,289.0
1932.0,Dukli,289.0
1933.0,Jampuijala,289.0
1934.0,Bishalgarh,289.0
1935.0,Boxanagar,289.0
1936.0,Melaghar,289.0
1937.0,Kathalia,289.0
0.0,South Tripura ,290.0
1938.0,Killa,290.0
1939.0,Amarpur,290.0
1940.0,Ompi,290.0
1941.0,Matarbari,290.0
1942.0,Kakraban,290.0
1943.0,Rajnagar,290.0
1944.0,Hrishyamukh,290.0
1945.0,Bokafa ,290.0
1946.0,Karbuk,290.0
1947.0,Rupaichhari,290.0
1948.0,Satchand,290.0
0.0,Dhalai,291.0
1949.0,Salema,291.0
1950.0,Manu,291.0
1951.0,Ambassa,291.0
1952.0,Chhamanu,291.0
1953.0,Dumburnagar,291.0
0.0,North Tripura,292.0
1954.0,Gournagar,292.0
1955.0,Kadamtala,292.0
1956.0,Panisagar,292.0
1957.0,Damchhara,292.0
1958.0,Pencharthal,292.0
1959.0,Kumarghat,292.0
1960.0,Dasda,292.0
1961.0,Jampuii hills,292.0
99999.0,Area not under any Sub-district,289.0
99999.0,Area not under any Sub-district,290.0
99999.0,Area not under any Sub-district,291.0
99999.0,Area not under any Sub-district,292.0
0.0,MEGHALAYA,0.0
0.0,West Garo Hills,293.0
1962.0,Selsella,293.0
1963.0,Dadenggiri ,293.0
1964.0,Tikrikilla ,293.0
1965.0,Rongram,293.0
1966.0,Betasing ,293.0
1967.0,Zikzak ,293.0
1968.0,Gambegre ,293.0
1969.0,Dalu ,293.0
0.0,East Garo Hills,294.0
1970.0,Resubelpara ,294.0
1971.0,Dambo Rongjeng ,294.0
1972.0,Kharkutta,294.0
1973.0,Songsak ,294.0
1974.0,Samanda ,294.0
0.0,South Garo Hills,295.0
1975.0,Chokpot ,295.0
1976.0,Gasuapara ,295.0
1977.0,Baghmara ,295.0
1978.0,Rongara ,295.0
0.0,West Khasi Hills,296.0
1979.0,Mawshynrut,296.0
1980.0,Nongstoin,296.0
1981.0,Mawthadraishan,296.0
1982.0,Mairang,296.0
1983.0,Ranikor,296.0
1984.0,Mawkyrwat,296.0
0.0,Ribhoi,297.0
1985.0,Umling ,297.0
1986.0,Jirang ,297.0
1987.0,Umsning ,297.0
0.0,East Khasi Hills,298.0
1988.0,Mawphlang,298.0
1989.0,Mylliem,298.0
1990.0,Mawryngkneng,298.0
1991.0,Mawkynrew,298.0
1992.0,Khatarshnong Laitkroh,298.0
1993.0,Mawsynram,298.0
1994.0,Shella Bholaganj,298.0
1995.0,Pynursla,298.0
0.0,Jaintia Hills,299.0
1996.0,Thadlaskein,299.0
1997.0,Laskein,299.0
1998.0,Amlarem,299.0
1999.0,Khliehriat,299.0
2000.0,Saipung,299.0
0.0,ASSAM,0.0
0.0,Kokrajhar,300.0
2001.0,Gossaigaon (Pt),300.0
2002.0,Bhowraguri,300.0
2003.0,Dotoma,300.0
2004.0,Kokrajhar (Pt),300.0
2007.0,Golokganj (Pt),300.0
2008.0,Dhubri (Pt),300.0
2005.0,Bagribari (Pt),300.0
2009.0,Bilasipara (Pt),300.0
2010.0,Chapar (Pt),300.0
0.0,Dhubri,301.0
2001.0,Gossaigaon (Pt),301.0
2006.0,Agamoni,301.0
2007.0,Golokganj (Pt),301.0
2008.0,Dhubri (Pt),301.0
2005.0,Bagribari (Pt),301.0
2009.0,Bilasipara (Pt),301.0
2010.0,Chapar (Pt),301.0
2011.0,South Salmara,301.0
2012.0,Mankachar,301.0
0.0,Goalpara,302.0
2013.0,Lakhipur,302.0
2014.0,Balijana,302.0
2015.0,Matia,302.0
2016.0,Dudhnai,302.0
2017.0,Rangjuli,302.0
0.0,Barpeta,303.0
2018.0,Barnagar (Pt),303.0
2019.0,Kalgachia,303.0
2020.0,Baghbor,303.0
2021.0,Chenga,303.0
2022.0,Barpeta,303.0
2023.0,Sarthebari,303.0
2024.0,Bajali (Pt),303.0
2025.0,Sarupeta (Pt),303.0
2140.0,Jalah (Pt),303.0
0.0,Morigaon,304.0
2026.0,Mayong,304.0
2027.0,Bhuragaon,304.0
2028.0,Laharighat,304.0
2029.0,Marigaon,304.0
2030.0,Mikirbheta,304.0
0.0,Nagaon,305.0
2031.0,Kaliabor,305.0
2032.0,Samaguri,305.0
2033.0,Rupahi,305.0
2034.0,Dhing,305.0
2035.0,Nagaon,305.0
2036.0,Raha,305.0
2037.0,Kampur,305.0
2038.0,Hojai,305.0
2039.0,Doboka,305.0
2040.0,Lanka,305.0
0.0,Sonitpur,306.0
2041.0,Dhekiajuli (Pt),306.0
2042.0,Chariduar,306.0
2043.0,Tezpur,306.0
